,구분,이자보상배율2017,영업이익2017,차입금의존도2017,총자본증가율2017,유동자산증가율2017,매출액증가율2017,순이익증가율2017,영업이익증가율2017,매출액순이익률2017,매출액총이익률2017,자기자본순이익률2017,총자본순이익률2017,매출원가 대 매출액비율2017,매출채권회전률2017,재고자산회전률2017,총자본회전률2017,유형자산회전율2017,부채비율2017,유동비율2017,자기자본배율2017,당좌비율2017,비유동비율2017,순운전자본비율2017,현금비율2017,부채2017,자산2017,매출액2017,부채/현금흐름2017,유동부채2017,유동자산2017,매출/현금흐름2017,차입금평균이자율2017,정상기업여부
0,(주)HJ중공업,0.89,-116693000,54.47,-15.54,-18.66,-9.91,0,75.76,-17.21,11.07,-40.75,-8.27,88.93,8.89,2.96,0.48,2.06,487.9,54.92,106.25,29.04,341.09,-34.46,4.24,3629457000.0,4206655000.0,2452314000.0,8.14,3329421000.0,1894161000.0,12.88,5.0,0
1,(주)STX,1.56,44053000,57.52,-17.09,-20.71,8.87,0,0,21.07,3.36,0,58.56,96.64,10.46,13.13,2.78,52.81,1063.93,77.07,93.47,54.31,381.35,-20.0,16.37,584982000.0,627542000.0,1803878000.0,13.19,553981000.0,475786000.0,3.93,3.77,1
2,(주)골프존뉴딘홀딩스,-4.92,18422625,9.19,-4.56,-25.52,-15.02,0,0,-92.68,97.1,-4.41,-3.97,2.9,12.94,0,0.04,0.25,11.7,125.76,2241.41,125.76,101.92,1.79,71.17,255588307.0,756500949.0,213756902.0,3.98,120725767.0,117348020.0,9.51,2.88,0
3,(주)국보,-2.36,-3934059,38.93,-9.9,-27.7,-4,0,0,-3.7,6.48,-18.89,-3.75,93.52,5.07,190.92,1.01,1.89,335.3,39.82,190.68,38.91,324.37,-38.51,2.05,55421608.0,73270170.0,78255522.0,-2.41,45812874.0,18529522.0,-1.74,5.19,0
4,(주)기가레인,1.84,5232144,37.06,17.76,60.73,27.67,0,0,-0.45,16.38,-0.55,-0.24,83.62,5.31,6.37,0.54,1.35,101.92,91.59,366.35,61.82,124.26,-3.53,8.3,92959232.0,181628353.0,100131227.0,-3.95,77579452.0,72343064.0,-3.99,3.64,1
5,(주)기산텔레콤,-15.43,-3230591,2.69,-5.44,-6.03,19.81,0,0,-7.05,20.66,-5.72,-4.55,79.34,6.7,4.81,0.65,82.88,25.72,419.1,486.21,305.63,43.13,50.02,178.49,35145065.0,70137339.0,63467585.0,5.3,25198661.0,58352347.0,1.64,3.93,0
6,(주)나노,1.5,1661616,30.9,3.14,31.33,62.04,0,0,-9.45,17.86,-8.83,-4.86,82.14,7.36,4.18,0.51,1.54,59.79,134.71,942.64,96.91,95.01,10.44,19.83,46672426.0,91574665.0,73089292.0,-1.58,37817466.0,42822418.0,-1.16,4.62,1
7,(주)나노엔텍,5.95,1672406,27.62,-5.01,6.9,11.06,0,0,-3.61,42.62,-2.94,-1.72,57.38,2.2,3.98,0.47,1.5,69.48,156.3,218.96,121.37,73.67,20.36,57.76,18638896.0,42369896.0,23809593.0,7.06,16447800.0,22636243.0,5.93,3.99,1
8,(주)내츄럴엔도텍,-1.94,-5391216,33.81,-10.36,-25.4,40.92,0,0,-104.4,36.03,-20.97,-12,63.97,6.4,1.18,0.11,0.3,66.09,704.18,452.38,525.36,85.66,41.55,100.92,30963364.0,85682820.0,9238808.0,-42.45,5459761.0,42040960.0,-138.97,9.41,0
9,(주)노블엠앤비,-4.65,-16187767,29.53,4.53,19.35,6.19,0,0,-51.45,-7.1,-53.45,-29.81,107.1,5.83,7.24,0.58,2.15,84.49,72.87,309.01,51.72,135.39,-9.91,8.38,57628292.0,118174546.0,60316673.0,-17.51,43228979.0,30174928.0,-14.15,10.43,0
10,(주)뉴인텍,-1.83,-1621779,39.89,-2.68,-6.45,0.55,0,0,-8.44,5.75,-21.95,-8.64,94.25,5.57,6.93,1.02,2.47,188.77,83.1,59.52,52.14,171.42,-8.26,5.11,29154504.0,43898571.0,50296811.0,-0.51,22201653.0,20912854.0,-0.32,5.14,0
11,(주)뉴프렉스,5.19,7066663,33.85,7.85,8.65,4.65,0,565.47,1.72,9.89,6.01,2.36,90.11,7.7,5.66,1.37,2.92,149.81,105.96,679.14,51.07,130.0,2.7,3.59,72407960.0,118913434.0,152715761.0,17.64,53654052.0,57016614.0,8.03,3.22,1
12,(주)다산네트웍스,0.19,30815,17.48,3.56,19.66,5.11,0,0,3.55,37.8,0.75,0.41,62.2,3.5,4.96,0.11,1.21,71.58,78.61,1104.02,73.12,124.63,-7.45,9.44,182111559.0,345584484.0,307090231.0,-2.53,159511543.0,205476226.0,-9.36,4.9,0
13,(주)대구백화점,-14.98,-8427823,5.08,-3.1,-43.58,-13,0,0,-4.42,64.07,-1.57,-1.22,35.93,18.66,21.11,0.28,0.42,28.06,53.56,669.98,45.15,117.39,-7.22,2.89,315887725.0,684071097.0,137288048.0,-0.92,85880620.0,46192961.0,-0.72,2.98,0
14,(주)대동,1.16,17177383,36.04,3.47,7.01,-2.22,0,0,0.97,18.24,2.36,0.8,81.76,2.89,3.43,0.83,2.62,199.08,105.8,787.0,61.44,129.42,3.11,0.41,511728393.0,730626224.0,610103128.0,6.86,419779674.0,438071892.0,5.63,3.24,1
15,(주)대창솔루션,-4.16,-7984778,44.2,-7.37,-23.66,-15.33,0,0,-36.48,-11.43,-21.33,-9.69,111.43,4.57,3.08,0.27,0.35,115.85,43.91,569.84,19.37,180.68,-20.81,1.43,81110911.0,137335520.0,42774854.0,-6.43,61434701.0,23956045.0,-12.5,4.09,0
16,(주)디에스앤엘,2.71,1976743,7.49,24.91,77.24,-6.72,0,0,5.08,13.77,12.87,7.4,86.23,6.51,39.94,1.46,12.25,16.49,949.27,139.83,869.42,31.67,65.14,315.09,5185179.0,35626995.0,46442299.0,-191.13,2885434.0,26136856.0,-20.62,10.6,1
17,(주)디엔에이링크,1.17,944076,0,0.59,16.74,36.29,0,0,9.6,44.51,11.12,5.46,55.49,4.35,6.09,0.57,3.94,6.28,1144.75,437.98,997.35,41.89,55.3,378.72,1409914.0,25067374.0,14480118.0,-191.17,1254914.0,15126333.0,-19.92,11.49,1
18,(주)레고켐바이오사이언스,-6.16,-9842081,17.89,-5.3,-9.2,32.35,0,0,-39.72,39.07,-14.58,-9.48,60.93,1.57,36.3,0.24,8.45,60.25,257.58,1066.91,251.15,77.88,31.45,44.21,32773447.0,82238442.0,22056558.0,-28.48,17640061.0,45209087.0,-43.65,8.98,0
19,(주)마니커,0.03,6942654,45.17,24.83,-1.19,9.91,0,0,-6.17,8.22,-16.08,-7.35,91.78,11.31,75.5,1.19,2.5,143.55,41.44,156.05,38.18,198.28,-26.27,1.69,154968426.0,251698380.0,254619690.0,5.97,113493386.0,43502590.0,3.28,5.37,0
20,(주)메타랩스,-5.4,-15937902,13.23,-33.17,-38.9,-59.55,0,0,-127.87,31.95,-136.37,-59.95,68.05,6.74,2.17,0.47,1.63,52.09,171.92,202.29,116.79,70.07,22.56,65.38,19100303.0,49442520.0,26832432.0,-69.16,17760320.0,28022224.0,-40.48,17.39,0
21,(주)미래아이앤지,-261.09,-2937282,0,31.12,105.1,-18.62,0,0,-37.18,33.57,-5.2,-4.93,66.43,6.1,14.29,0.13,1.54,4.76,1229.94,126.74,1214.2,65.38,34.54,1047.77,3120271.0,68822164.0,7707135.0,-65.78,2095996.0,26447989.0,-25.6,0.0,0
22,(주)바이오니아,-4.8,-6329851,32.16,-7.56,17.19,8.67,0,0,-38.38,57.51,-31.87,-14.31,42.49,2.73,2.93,0.37,1.19,109.89,142.19,271.22,98.72,111.32,13.93,21.67,31549597.0,58695411.0,23267735.0,-10.98,20203385.0,27109798.0,-14.8,4.92,0
23,(주)비덴트,-4.83,-6446263,9.56,107.91,72.88,-7.21,0,0,431.87,30.29,73.17,56.7,69.71,7.62,1.47,0.13,1.95,16.93,292.76,1314.45,191.81,92.03,14.02,74.28,23837172.0,163730638.0,23931470.0,-12.17,11774077.0,43049323.0,-18.13,4.07,0
24,(주)비엔지티,-0.22,-169496,17.47,34.9,64.9,63.26,0,0,-12.65,18.8,-11.19,-7.24,81.2,3.42,52.75,0.57,1.48,30.46,185.4,300.24,176.73,78.05,18.51,26.43,13453401.0,35990574.0,52949862.0,-75.84,12984045.0,19065052.0,-35.52,4.37,0
25,(주)비엘팜텍,-0.32,2768165,28.6,-8.81,-31.41,13.59,0,0,-12.96,47.81,-19.66,-12.03,52.19,27.51,12.39,0.93,7.65,72.18,65.23,127.81,47.75,127.13,-13.95,32.2,40491785.0,68244814.0,83708355.0,-0.66,37546241.0,23995466.0,-0.29,7.01,0
26,(주)상보,-1.68,-4418883,46.79,-2.17,0.26,-43.3,0,0,-11.7,4.96,-13.56,-5.34,95.04,2.85,3.58,0.46,1.36,164.28,97.69,405.85,69.46,135.35,-1.16,31.34,114591436.0,162384453.0,127789248.0,-7.78,85021716.0,94263784.0,-10.47,5.69,0
27,(주)서진오토모티브,-2.11,-7734906,38.28,5.48,1.47,-5.88,0,0,-7.22,5.18,-9.18,-4.1,94.82,3.59,7.29,0.57,1.22,141.46,56.98,880.28,39.37,179.63,-19.34,0.15,633184768.0,828627924.0,1238336209.0,5.6,513967387.0,294359978.0,5.92,3.27,0
28,(주)성안,-4.73,-4950041,22.51,23.86,0.43,-6.91,0,0,-11.83,9,-5.91,-3.64,91,3.41,1.96,0.31,1.14,66.18,100.58,333.92,47.99,122.97,0.15,2.22,185618344.0,293390451.0,203110711.0,-7.69,143382758.0,133634806.0,-11.02,2.95,0
29,(주)세동,-2.79,-5727607,47.92,-12.96,-34.37,-3.99,0,0,-9.77,4.29,-60.93,-9.85,95.71,6.38,16.86,1.01,1.84,487.22,39.65,175.28,30.44,432.47,-40.11,1.03,93663898.0,114492516.0,119281845.0,6.27,73403832.0,34348424.0,4.8,4.44,0
30,(주)센트럴인사이트,-2.36,-7005772,46.08,-19.16,2.64,-19.41,0,0,-47.83,14.84,-50.74,-26.55,85.16,28.24,5.18,0.56,2.56,129.12,44.83,54.5,15.32,187.32,-22.45,4.91,40273853.0,63961239.0,47373470.0,-20.93,26943045.0,12510480.0,-18.99,11.12,0
31,(주)셀루메드,0.53,-1017018,23.43,-5.77,9.15,83.01,0,0,-25.65,41.24,-11,-6.92,58.76,1.58,1.82,0.27,2.54,67.78,120.77,418.5,82.01,95.39,7.42,8.06,30462094.0,64983515.0,21608625.0,-13.87,26369162.0,29938240.0,-20.16,12.61,0
