,구분,총자본증가율2016,유동자산증가율2016,매출액증가율2016,순이익증가율2016,영업이익증가율2016,매출액순이익률2016,매출액총이익률2016,자기자본순이익률2016,총자본순이익률2016,매출원가 대 매출액비율2016,매출채권회전률2016,재고자산회전률2016,총자본회전률2016,유형자산회전율2016,부채비율2016,유동비율2016,자기자본배율2016,당좌비율2016,비유동비율2016,순운전자본비율2016,현금비율2016,부채/자산2016,부채/매출액2016,부채/현금흐름2016,유동부채/부채2016,유동자산/자산2016,매출/현금흐름2016,차입금평균이자율2016,정상기업여부
0,(주)HJ중공업,-15.45,5.33,-5.52,0.0,0.0,-17.34,7.89,-29.31,-7.81,92.11,8.63,3.11,0.45,1.71,333.73,106.91,170.51,74.48,244.65,2.82,6.19,0.8296986339105528,1.5502527129451802,3.12,0.6046221282233362,0.4512959662617303,4.88,5.72,0
1,(주)STX,-40.65,-33.44,7.59,0.0,0.0,-31.12,-1.95,0.0,-54.14,101.95,8.3,10.35,1.74,34.68,0.0,48.26,0.0,32.98,0.0,-75.37,2.12,1.4671355034343212,0.6036120042810146,3.17,0.9387829202401992,0.687213247252755,2.07,4.63,0
2,(주)국보,-3.33,-4.46,-8.79,0.0,0.0,-6.47,6.86,-33.21,-6.39,93.14,4.62,196.92,0.99,1.94,487.0,45.86,257.0,45.15,400.57,-37.5,0.25,0.8121292571622583,0.7561068497494301,-0.4,0.8312936258882371,0.32034503190284724,-0.33,4.92,0
3,(주)나노엔텍,-18.37,-10.27,6.84,0.0,0.0,-87.01,14.2,-45.21,-32.61,85.8,1.6,4.55,0.37,1.41,72.73,391.0,226.45,303.26,85.95,37.39,124.93,0.44042934903104486,0.9065654863269416,-8.08,0.30544737301462643,0.4796428818181822,-8.16,3.01,0
4,(주)뉴인텍,-17.64,-3.93,-6.39,0.0,0.0,-22.16,3.92,-48.85,-20.1,96.08,4.55,7.15,0.91,2.51,127.29,96.2,77.71,63.4,131.2,-1.67,6.85,0.5717221145150699,0.5319887326267974,4.86,0.7947538061849986,0.48441907460644557,2.71,5.44,0
5,(주)대창솔루션,-2.65,-14.8,-16.42,0.0,0.0,-30.93,-5.81,-19.6,-9.22,105.81,4.32,3.54,0.3,0.41,124.02,51.41,963.21,30.17,179.73,-18.69,1.5,0.6021468307567661,1.7887052317918628,-3.58,0.74221914779039,0.20401221230637528,-6.56,3.72,0
6,(주)동양에스텍,14.06,11.78,8.51,0.0,197.94,3.25,6.75,9.08,4.6,93.25,3.88,13.17,1.42,7.84,101.06,97.91,1006.37,76.54,103.37,-1.04,1.36,0.5665351949596867,0.4482803962971526,10.4,0.8548283166043795,0.46809850108515905,3.93,3.37,1
7,(주)디에스앤엘,-13.94,-21.96,173.35,0.0,0.0,-45.91,10.8,-243.48,-74.6,89.2,6.58,31.68,1.62,6.14,351.46,238.66,53.88,236.08,219.81,29.81,0.7,0.7874401702149243,0.4527496602324561,-19.93,0.8576326277570891,0.49667096697091884,-8.83,13.05,0
8,(주)마니커,-8.7,-40.16,-21.91,0.0,0.0,0.86,6.78,2.23,1.0,93.22,10.02,52.96,1.16,3.1,94.3,57.04,156.69,52.86,148.68,-17.68,2.37,0.5411169020456331,0.49906942032321167,7.27,0.7726224081299377,0.22250535929455714,2.9,5.82,0
9,(주)메타랩스,-32.41,-42.31,-18.63,0.0,0.0,-59.34,24.02,-213.54,-46.27,75.98,9.04,2.15,0.78,3.3,240.13,93.04,66.58,54.47,139.51,-4.41,30.07,0.6951543970403335,0.5790582945487003,-18.02,0.8933240306363253,0.6940331192384511,-13.16,11.84,0
